GROSS_SPA,NET_SPA,REQUESTER_CODE,DOC_TYPE,PROC_NAME,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
1.65,0.74,JURI,AD,2015/0134(COD),LEG,COD,AVI,JURI,JURI
3.28,2.05,LIBE,PR,2015/0134(COD),LEG,COD,MAIN,LIBE,LIBE
5.97,2.56,PRES-LEGACT,PF,2015/0134(COD),LEG,COD,MAIN,LIBE,LIBE
73.86,41.7,AFET,AM,2015/2081(INI),OUTDEC,INI,MAIN,AFET,AFET
0.97,0.84,ECR,NR,2015/2081(INI),OUTDEC,INI,MAIN,AFET,AFET
0.38,0.16,TRAD-DAS,AM,2014/0020(COD),LEG,COD,MAIN,ECON,ECON
138.39,63.36,ITRE,AM,2015/0149(COD),LEG,COD,MAIN,ITRE,ITRE
106.41,81.38,ITRE,PR,2015/0149(COD),LEG,COD,MAIN,ITRE,ITRE
120.92,43.79,ITRE,PR,2015/0149(COD),LEG,COD,MAIN,ITRE,ITRE
2.74,2.48,PPE,NR,2015/0149(COD),LEG,COD,MAIN,ITRE,ITRE
78.2,37.82,ENVI,AM,2015/0149(COD),LEG,COD,AVI,ENVI,ENVI
101.1,58.78,ITRE,AM,2015/0149(COD),LEG,COD,MAIN,ITRE,ITRE
31.37,13.02,ENVI,AD,2015/0149(COD),LEG,COD,AVI,ENVI,ENVI
10.64,6.44,ENVI,PA,2015/0149(COD),LEG,COD,AVI,ENVI,ENVI
2.05,1.69,ECR,NT,2019/2003(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
10.08,9.25,BUDG,PR,2019/2003(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
37.71,25.9,BUDG,AM,2019/2003(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
77.49,18.67,DG1-DEPOT,RR,2019/2003(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
22.29,10.99,DG1-DEPOT,RR,2017/0294(COD),LEG,COD,MAIN,ITRE,ITRE
66.5,33.39,ITRE,AM,2017/0294(COD),LEG,COD,MAIN,ITRE,ITRE
2.98,2.44,JURI,NP,2017/0294(COD),LEG,COD,MAIN,ITRE,ITRE
8.58,6.21,ITRE,PR,2017/0294(COD),LEG,COD,MAIN,ITRE,ITRE
6.98,3.87,ECON,PR,2018/0412(CNS),LEG,CNS,MAIN,ECON,ECON
19.79,7.91,ECON,AM,2018/0412(CNS),LEG,CNS,MAIN,ECON,ECON
11.8,4.68,DG1-DEPOT,RR,2018/0412(CNS),LEG,CNS,MAIN,ECON,ECON
2.5,1.66,ECON,RE,2018/2998(DEA),DEAEX,DEA,MAIN,ECON,ECON
19.81,6.58,PETI,AD,2016/0190(CNS),RCST,CNS,AVI,PETI,PETI
21.24,12.08,JURI,PR,2016/0190(CNS),RCST,CNS,MAIN,JURI,JURI
85.78,39.34,JURI,AM,2016/0190(CNS),RCST,CNS,MAIN,JURI,JURI
39.57,26.46,PETI,AM,2016/0190(CNS),RCST,CNS,AVI,PETI,PETI
2.48,1.62,JURI,CM,2016/0190(CNS),RCST,CNS,OAR,JURI,JURI
9.29,8.44,PETI,PA,2016/0190(CNS),RCST,CNS,AVI,PETI,PETI
66.94,24.02,DG1-DEPOT,RR,2016/0190(CNS),RCST,CNS,MAIN,JURI,JURI
41.12,25.94,INTA,AM,2019/2537(RSP),DECL,RSP,MAIN,INTA,INTA
4.09,3.52,INTA,RE,2019/2537(RSP),DECL,RSP,MAIN,INTA,INTA
1.86,1.34,ECON,PR,2019/0902(NLE),CNPE,NLE,MAIN,ECON,ECON
2.8,2.03,DG1-DEPOT,RR,2019/0902(NLE),CNPE,NLE,MAIN,ECON,ECON
19.93,10.81,LIBE,PR,2018/0330B(COD),LEG,COD,MAIN,LIBE,LIBE
20.8,12.65,LIBE,AM,2018/0330B(COD),LEG,COD,MAIN,LIBE,LIBE
20.43,11.72,DG1-DEPOT,RR,2018/0330B(COD),LEG,COD,MAIN,LIBE,LIBE
6.19,5.09,JURI,AL,2018/0330B(COD),LEG,COD,OLB,JURI,JURI
1.92,0.59,LIBE,PR,2019/0806(CNS),LEG,CNS,MAIN,LIBE,LIBE
0.81,0.52,BUDG,AM,2019/2021(BUD),BUD,BUD,MAIN,BUDG,BUDG
2.63,1.26,BUDG,PR,2019/2021(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.65,0.29,TRAN,AM,2019/0108(COD),LEG,COD,MAIN,TRAN,TRAN
3.63,2.1,TRAN,PR,2019/0108(COD),LEG,COD,MAIN,TRAN,TRAN
12.32,4.29,DG1-DEPOT,RR,2019/0108(COD),LEG,COD,MAIN,TRAN,TRAN
6.32,3.98,JURI,AL,2019/0108(COD),LEG,COD,OLB,JURI,JURI
5.33,2.52,PECH,AD,2019/2028(BUD),BUD,BUD,AVI,PECH,PECH
5.19,3.09,ENVI,AD,2019/2028(BUD),BUD,BUD,AVI,ENVI,ENVI
25.23,11.35,DG1-DEPOT,RR,2019/2028(BUD),BUD,BUD,MAIN,BUDE,BUDE
1.94,0.99,IMCO,PA,2019/2028(BUD),BUD,BUD,AVI,IMCO,IMCO
2.22,1.69,FEMM,PA,2019/2028(BUD),BUD,BUD,AVI,FEMM,FEMM
33.5,17.53,EMPL,AM,2019/2028(BUD),BUD,BUD,AVI,EMPL,EMPL
8.12,4.19,AGRI,AD,2019/2028(BUD),BUD,BUD,AVI,AGRI,AGRI
4.02,3.36,ECON,AD,2019/2028(BUD),BUD,BUD,AVI,ECON,ECON
23.83,12.45,FEMM,AM,2019/2028(BUD),BUD,BUD,AVI,FEMM,FEMM
2.83,1.88,AFCO,AD,2019/2028(BUD),BUD,BUD,AVI,AFCO,AFCO
19.83,11.74,ITRE,AM,2019/2028(BUD),BUD,BUD,AVI,ITRE,ITRE
33.36,18.83,TRAN,AM,2019/2028(BUD),BUD,BUD,AVI,TRAN,TRAN
7.04,5.04,AFET,AD,2019/2028(BUD),BUD,BUD,AVI,AFET,AFET
6.19,3.93,CULT,AD,2019/2028(BUD),BUD,BUD,AVI,CULT,CULT
1.34,1.06,ECON,PA,2019/2028(BUD),BUD,BUD,AVI,ECON,ECON
0.81,0.64,INTA,AB,2019/2028(BUD),BUD,BUD,AVI,INTA,INTA
20.94,9.2,AFET,AM,2019/2028(BUD),BUD,BUD,AVI,AFET,AFET
2.33,0.7,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
6.89,3.57,CONT,AM,2019/2028(BUD),BUD,BUD,AVI,CONT,CONT
5.7,2.59,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
3.02,1.64,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.02,0.01,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
9.07,5.68,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
9.02,4.59,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
6.74,4.33,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.02,0.01,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
21.27,16.52,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.73,1.13,BUDG,AB,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
13.29,11.18,BUDG,PR,2019/2028(BUD),BUD,BUD,MAIN,BUDG,BUDG
5.84,4.07,REGI,AD,2019/2028(BUD),BUD,BUD,AVI,REGI,REGI
8.33,7.09,LIBE,AD,2019/2028(BUD),BUD,BUD,AVI,LIBE,LIBE
14.97,8.07,REGI,AM,2019/2028(BUD),BUD,BUD,AVI,REGI,REGI
9.39,6.34,FEMM,AD,2019/2028(BUD),BUD,BUD,AVI,FEMM,FEMM
6.01,4.39,DEVE,AD,2019/2028(BUD),BUD,BUD,AVI,DEVE,DEVE
2.68,2.45,LIBE,PA,2019/2028(BUD),BUD,BUD,AVI,LIBE,LIBE
1.99,1.71,ITRE,PA,2019/2028(BUD),BUD,BUD,AVI,ITRE,ITRE
1.7,1.07,AGRI,AB,2019/2028(BUD),BUD,BUD,AVI,AGRI,AGRI
5.68,3.77,ITRE,AB,2019/2028(BUD),BUD,BUD,AVI,ITRE,ITRE
0.25,0.25,AGRI,AB,2019/2028(BUD),BUD,BUD,AVI,AGRI,AGRI
15.41,12.65,AGRI,AB,2019/2028(BUD),BUD,BUD,AVI,AGRI,AGRI
15.52,12.83,TRAN,AB,2019/2028(BUD),BUD,BUD,AVI,TRAN,TRAN
10.26,8.88,ECON,AB,2019/2028(BUD),BUD,BUD,AVI,ECON,ECON
21.98,18.96,CULT,AB,2019/2028(BUD),BUD,BUD,AVI,CULT,CULT
6.48,6.2,TRAN,AB,2019/2028(BUD),BUD,BUD,AVI,TRAN,TRAN
7.49,6.77,PECH,AB,2019/2028(BUD),BUD,BUD,AVI,PECH,PECH
12.87,10.04,FEMM,AB,2019/2028(BUD),BUD,BUD,AVI,FEMM,FEMM
24.96,13.2,ITRE,AB,2019/2028(BUD),BUD,BUD,AVI,ITRE,ITRE
15.07,10.19,ITRE,AB,2019/2028(BUD),BUD,BUD,AVI,ITRE,ITRE
12.25,6.91,DEVE,AM,2019/2028(BUD),BUD,BUD,AVI,DEVE,DEVE
15.32,7.82,CULT,AM,2019/2028(BUD),BUD,BUD,AVI,CULT,CULT
2.34,0.92,PECH,PA,2019/2028(BUD),BUD,BUD,AVI,PECH,PECH
1.8,1.25,AGRI,PA,2019/2028(BUD),BUD,BUD,AVI,AGRI,AGRI
19.11,14.9,CULT,AB,2019/2028(BUD),BUD,BUD,AVI,CULT,CULT
40.78,33.82,ENVI,AB,2019/2028(BUD),BUD,BUD,AVI,ENVI,ENVI
17.17,16.16,REGI,AB,2019/2028(BUD),BUD,BUD,AVI,REGI,REGI
5.02,4.48,EMPL,AB,2019/2028(BUD),BUD,BUD,AVI,EMPL,EMPL
11.35,6.22,ITRE,AB,2019/2028(BUD),BUD,BUD,AVI,ITRE,ITRE
8.73,7.5,IMCO,AB,2019/2028(BUD),BUD,BUD,AVI,IMCO,IMCO
32.77,29.61,EMPL,AB,2019/2028(BUD),BUD,BUD,AVI,EMPL,EMPL
1.74,1.53,REGI,PA,2019/2028(BUD),BUD,BUD,AVI,REGI,REGI
6.86,5.48,AFET,AB,2019/2028(BUD),BUD,BUD,AVI,AFET,AFET
11.41,8.78,AFET,AB,2019/2028(BUD),BUD,BUD,AVI,AFET,AFET
0.75,0.72,AFET,AB,2019/2028(BUD),BUD,BUD,AVI,AFET,AFET
2.29,1.77,AFET,AB,2019/2028(BUD),BUD,BUD,AVI,AFET,AFET
1.91,1.18,ENVI,PA,2019/2028(BUD),BUD,BUD,AVI,ENVI,ENVI
2.64,2.43,EMPL,PA,2019/2028(BUD),BUD,BUD,AVI,EMPL,EMPL
1.43,1.24,AFET,PA,2019/2028(BUD),BUD,BUD,AVI,AFET,AFET
1.28,1.08,AFCO,PA,2019/2028(BUD),BUD,BUD,AVI,AFCO,AFCO
19.45,10.71,ECON,AM,2019/2028(BUD),BUD,BUD,AVI,ECON,ECON
11.78,5.99,TRAN,AD,2019/2028(BUD),BUD,BUD,AVI,TRAN,TRAN
4.23,2.53,CONT,PA,2019/2028(BUD),BUD,BUD,AVI,CONT,CONT
10.4,6.04,IMCO,AM,2019/2028(BUD),BUD,BUD,AVI,IMCO,IMCO
20.5,14.17,AGRI,AM,2019/2028(BUD),BUD,BUD,AVI,AGRI,AGRI
2.59,2.35,CULT,PA,2019/2028(BUD),BUD,BUD,AVI,CULT,CULT
3.56,3.08,TRAN,PA,2019/2028(BUD),BUD,BUD,AVI,TRAN,TRAN
2.64,1.46,AFCO,AM,2019/2028(BUD),BUD,BUD,AVI,AFCO,AFCO
2.73,2.21,AFCO,AB,2019/2028(BUD),BUD,BUD,AVI,AFCO,AFCO
6.72,2.88,CONT,AD,2019/2028(BUD),BUD,BUD,AVI,CONT,CONT
7.5,4.06,ITRE,AD,2019/2028(BUD),BUD,BUD,AVI,ITRE,ITRE
9.76,8.02,EMPL,AD,2019/2028(BUD),BUD,BUD,AVI,EMPL,EMPL
1.7,1.35,DEVE,PA,2019/2028(BUD),BUD,BUD,AVI,DEVE,DEVE
8.51,8.46,DEVE,AB,2019/2028(BUD),BUD,BUD,AVI,DEVE,DEVE
12.83,8.16,ENVI,AM,2019/2028(BUD),BUD,BUD,AVI,ENVI,ENVI
5.36,3.84,IMCO,AD,2019/2028(BUD),BUD,BUD,AVI,IMCO,IMCO
2.12,2.01,INTA,AL,2019/2028(BUD),BUD,BUD,AVI,INTA,INTA
2.15,2.03,INTA,AL,2019/2028(BUD),BUD,BUD,AVI,INTA,INTA
29.19,8.2,PECH,AM,2019/2028(BUD),BUD,BUD,AVI,PECH,PECH
26.29,13.16,PECH,AM,2019/2028(BUD),BUD,BUD,AVI,PECH,PECH
9.66,4.79,BUDG,PR,2019/2036(BUD),MOFU,BUD,MAIN,BUDG,BUDG
2.42,2.42,BUDG,AM,2019/2036(BUD),MOFU,BUD,MAIN,BUDG,BUDG
46.25,30.34,IMCO,PR,2015/0269(COD),LEG,COD,MHE,IMCO,IMCO
122.38,62.17,IMCO,AM,2015/0269(COD),LEG,COD,MHE,IMCO,IMCO
103.52,54.71,IMCO,AM,2015/0269(COD),LEG,COD,MHE,IMCO,IMCO
128.22,64.69,IMCO,AM,2015/0269(COD),LEG,COD,MHE,IMCO,IMCO
8.52,8.39,IMCO,DT,2015/0269(COD),LEG,COD,MHE,IMCO,IMCO
1.86,0.87,AFET,PR,2019/0164(NLE),APPE,NLE,MAIN,AFET,AFET
1.19,0.72,AFET,AM,2019/0164(NLE),APPE,NLE,MAIN,AFET,AFET
3.75,2.19,DG1-DEPOT,RR,2019/0164(NLE),APPE,NLE,MAIN,AFET,AFET
2.75,1.25,DEVE,PR,2019/0162(CNS),LEG,CNS,MAIN,DEVE,DEVE
3.03,0.85,DG1-DEPOT,RR,2019/0162(CNS),LEG,CNS,MAIN,DEVE,DEVE
14.18,5.82,DG1-DEPOT,RR,2019/0181(NLE),APPE,NLE,MAIN,LIBE,LIBE
5.77,2.31,AFET,AD,2019/0181(NLE),APPE,NLE,AVI,AFET,AFET
0.68,0.3,LIBE,AM,2019/0181(NLE),APPE,NLE,MAIN,LIBE,LIBE
4.04,2.82,AFET,PA,2019/0181(NLE),APPE,NLE,AVI,AFET,AFET
5.92,3.75,LIBE,PR,2019/0181(NLE),APPE,NLE,MAIN,LIBE,LIBE
2.52,2.26,BUDG,AL,2019/0183(COD),LEG,COD,AVI,BUDG,BUDG
37.3,17.66,REGI,AM,2019/0183(COD),LEG,COD,MAIN,REGI,REGI
112.25,58.9,ENVI,AM,2019/2824(RSP),DECL,RSP,MAIN,ENVI,ENVI
1.64,1.53,ECR,NT,2019/2824(RSP),DECL,RSP,MAIN,ENVI,ENVI
10.22,7.47,ENVI,RE,2019/2824(RSP),DECL,RSP,MAIN,ENVI,ENVI
0.94,0.59,ENVI,QO,2019/2824(RSP),DECL,RSP,MAIN,ENVI,ENVI
1.08,0.61,ENVI,QO,2019/2824(RSP),DECL,RSP,MAIN,ENVI,ENVI
13.29,9.71,CONT,PR,2019/0811(NLE),CNPE,NLE,MAIN,CONT,CONT
11.91,6.32,DG1-DEPOT,RR,2019/0811(NLE),CNPE,NLE,MAIN,CONT,CONT
19.05,15.67,CONT,PR,2019/0813(NLE),CNPE,NLE,MAIN,CONT,CONT
19.53,7.73,DG1-DEPOT,RR,2019/0813(NLE),CNPE,NLE,MAIN,CONT,CONT
1.59,1.49,ECR,NT,2019/2856(RSP),RESC,RSP,MAIN,ENVI,ENVI
12.74,4.41,DG1-DEPOT,RR,2019/0226(NLE),APPE,NLE,MAIN,PECH,PECH
2.34,1.84,DEVE,PA,2019/0226(NLE),APPE,NLE,AVI,DEVE,DEVE
2.33,1.07,BUDG,PA,2019/0226(NLE),APPE,NLE,AVI,BUDG,BUDG
3.39,1.26,DEVE,AD,2019/0226(NLE),APPE,NLE,AVI,DEVE,DEVE
5.22,2.55,PECH,PR,2019/0226(NLE),APPE,NLE,MAIN,PECH,PECH
3.43,1.43,BUDG,AD,2019/0226(NLE),APPE,NLE,AVI,BUDG,BUDG
0.38,0.19,ECON,PR,2018/0063A(COD),LEG,COD,MAIN,ECON,ECON
124.35,45.76,ECON,AM,2018/0063A(COD),LEG,COD,MAIN,ECON,ECON
79.19,58.58,PRES-LEGACT,PF,2018/0063A(COD),LEG,COD,MAIN,ECON,ECON
69.08,33.07,DG1-DEPOT,RR,2018/0063A(COD),LEG,COD,MAIN,ECON,ECON
22.98,21.11,JURI,CM,2019/2155(IMM),IMMU,IMM,MAIN,JURI,JURI
19.68,19.33,JURI,CM,2019/2155(IMM),IMMU,IMM,MAIN,JURI,JURI
2.57,2.19,JURI,CM,2019/2155(IMM),IMMU,IMM,MAIN,JURI,JURI
4.19,3.17,JURI,PR,2019/2155(IMM),IMMU,IMM,MAIN,JURI,JURI
5.03,4.12,JURI,PR,2019/2155(IMM),IMMU,IMM,MAIN,JURI,JURI
86.44,28.09,PRES-LEGACT,PF,2019/0272(COD),LEG,COD,MAIN,PECH,PECH
29.72,9.17,DG1-DEPOT,RR,2019/0272(COD),LEG,COD,MAIN,PECH,PECH
18.8,8.47,PECH,PR,2019/0272(COD),LEG,COD,MAIN,PECH,PECH
44.64,18.45,PECH,AM,2019/0272(COD),LEG,COD,MAIN,PECH,PECH
0.88,0.48,ECR,NR,2019/0272(COD),LEG,COD,MAIN,PECH,PECH
3.81,1.45,DG1-DEPOT,RR,2019/0272(COD),LEG,COD,MAIN,PECH,PECH
2.66,1.02,PECH,PR,2019/0272(COD),LEG,COD,MAIN,PECH,PECH
7.18,6.14,AFET,PR,2019/2209(INI),OUTDEC,INI,MAIN,AFET,AFET
10.35,6.32,INTA,AM,2019/2209(INI),OUTDEC,INI,AVI,INTA,INTA
166.05,91.16,AFET,AM,2019/2209(INI),OUTDEC,INI,MAIN,AFET,AFET
41.38,31.52,DG1-DEPOT,RR,2019/2209(INI),OUTDEC,INI,MAIN,AFET,AFET
1.55,1.18,INTA,PA,2019/2209(INI),OUTDEC,INI,AVI,INTA,INTA
94.58,45.61,DEVE,AM,2019/2184(INI),INIT,INI,MAIN,DEVE,DEVE
33.96,23.6,DG1-DEPOT,RR,2019/2184(INI),INIT,INI,MAIN,DEVE,DEVE
1.22,1.22,ECR,NR,2019/2184(INI),INIT,INI,MAIN,DEVE,DEVE
12.62,10.55,DEVE,PR,2019/2184(INI),INIT,INI,MAIN,DEVE,DEVE
149.0,65.07,EMPL,AM,2019/2181(INL),TRINI,INL,MAIN,EMPL,EMPL
2.24,1.17,ECR,NT,2019/2181(INL),TRINI,INL,MAIN,EMPL,EMPL
29.07,23.7,EMPL,PR,2019/2181(INL),TRINI,INL,MAIN,EMPL,EMPL
41.03,21.45,DG1-DEPOT,RR,2019/2181(INL),TRINI,INL,MAIN,EMPL,EMPL
11.61,8.56,EMPL,PR,2019/2183(INL),TRINI,INL,MAIN,EMPL,EMPL
123.73,62.02,EMPL,AM,2019/2183(INL),TRINI,INL,MAIN,EMPL,EMPL
32.24,23.92,DG1-DEPOT,RR,2019/2183(INL),TRINI,INL,MAIN,EMPL,EMPL
27.09,19.76,DG1-DEPOT,RR,2019/2190(INI),INIT,INI,MAIN,IMCO,IMCO
126.52,67.03,IMCO,AM,2019/2190(INI),INIT,INI,MAIN,IMCO,IMCO
14.45,11.74,IMCO,PR,2019/2190(INI),INIT,INI,MAIN,IMCO,IMCO
6.34,5.06,EMPL,PA,2019/2213(BUD),PREBUD,BUD,AVI,EMPL,EMPL
2.06,1.89,AFCO,AL,2019/2213(BUD),PREBUD,BUD,AVI,AFCO,AFCO
3.78,3.56,ENVI,AL,2019/2213(BUD),PREBUD,BUD,AVI,ENVI,ENVI
2.07,1.89,REGI,AL,2019/2213(BUD),PREBUD,BUD,AVI,REGI,REGI
2.22,2.06,REGI,AL,2019/2213(BUD),PREBUD,BUD,AVI,REGI,REGI
41.89,19.99,TRAN,AM,2019/2213(BUD),PREBUD,BUD,AVI,TRAN,TRAN
94.76,84.28,BUDG,AM,2019/2213(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
1.61,1.24,ENVI,PA,2019/2213(BUD),PREBUD,BUD,AVI,ENVI,ENVI
2.93,2.04,DEVE,AL,2019/2213(BUD),PREBUD,BUD,AVI,DEVE,DEVE
8.24,5.2,AFET,AD,2019/2213(BUD),PREBUD,BUD,AVI,AFET,AFET
5.9,4.78,BUDG,PR,2019/2213(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
5.8,5.63,TRAN,AL,2019/2213(BUD),PREBUD,BUD,AVI,TRAN,TRAN
3.65,3.4,FEMM,AL,2019/2213(BUD),PREBUD,BUD,AVI,FEMM,FEMM
1.19,0.92,AFCO,PA,2019/2213(BUD),PREBUD,BUD,AVI,AFCO,AFCO
1.97,1.63,FEMM,PA,2019/2213(BUD),PREBUD,BUD,AVI,FEMM,FEMM
9.65,8.67,LIBE,AL,2019/2213(BUD),PREBUD,BUD,AVI,LIBE,LIBE
4.55,4.28,IMCO,AL,2019/2213(BUD),PREBUD,BUD,AVI,IMCO,IMCO
91.46,33.93,DG1-DEPOT,RR,2019/2213(BUD),PREBUD,BUD,MAIN,BUDG,BUDG
50.11,26.98,ITRE,AM,2019/2213(BUD),PREBUD,BUD,AVI,ITRE,ITRE
0.82,0.56,DEVE,PA,2019/2213(BUD),PREBUD,BUD,AVI,DEVE,DEVE
27.05,16.02,ENVI,AM,2019/2213(BUD),PREBUD,BUD,AVI,ENVI,ENVI
26.74,15.03,FEMM,AM,2019/2213(BUD),PREBUD,BUD,AVI,FEMM,FEMM
3.76,3.59,CULT,AL,2019/2213(BUD),PREBUD,BUD,AVI,CULT,CULT
2.72,2.53,AGRI,AL,2019/2213(BUD),PREBUD,BUD,AVI,AGRI,AGRI
4.86,4.71,CONT,AL,2019/2213(BUD),PREBUD,BUD,AVI,CONT,CONT
3.52,2.84,TRAN,PA,2019/2213(BUD),PREBUD,BUD,AVI,TRAN,TRAN
8.17,4.62,AFCO,AM,2019/2213(BUD),PREBUD,BUD,AVI,AFCO,AFCO
2.08,1.84,ITRE,PA,2019/2213(BUD),PREBUD,BUD,AVI,ITRE,ITRE
1.47,1.19,AFET,PA,2019/2213(BUD),PREBUD,BUD,AVI,AFET,AFET
1.51,1.23,CULT,PA,2019/2213(BUD),PREBUD,BUD,AVI,CULT,CULT
13.68,7.38,CULT,AM,2019/2213(BUD),PREBUD,BUD,AVI,CULT,CULT
5.95,4.03,DEVE,AM,2019/2213(BUD),PREBUD,BUD,AVI,DEVE,DEVE
15.23,9.2,AFET,AM,2019/2213(BUD),PREBUD,BUD,AVI,AFET,AFET
5.65,5.46,ITRE,AL,2019/2213(BUD),PREBUD,BUD,AVI,ITRE,ITRE
4.43,2.03,DG1-DEPOT,RR,2019/0275(NLE),APPE,NLE,MAIN,TRAN,TRAN
2.91,2.0,TRAN,PR,2019/0275(NLE),APPE,NLE,MAIN,TRAN,TRAN
84.02,44.68,CULT,AM,2020/2017(INI),INIT,INI,MHE,CULT,CULT
11.45,8.04,JURI,AD,2020/2017(INI),INIT,INI,AVI,JURI,JURI
38.21,34.1,FEMM,AM,2020/2017(INI),INIT,INI,AVI,FEMM,FEMM
9.33,6.61,FEMM,AD,2020/2017(INI),INIT,INI,AVI,FEMM,FEMM
26.28,23.73,JURI,AM,2020/2017(INI),INIT,INI,AVI,JURI,JURI
12.12,10.7,CULT,PR,2020/2017(INI),INIT,INI,MHE,CULT,CULT
9.42,7.28,IMCO,AD,2020/2017(INI),INIT,INI,AVI,IMCO,IMCO
2.21,1.74,FEMM,PA,2020/2017(INI),INIT,INI,AVI,FEMM,FEMM
2.11,1.67,LIBE,PA,2020/2017(INI),INIT,INI,AHE,LIBE,LIBE
1.93,1.6,IMCO,PA,2020/2017(INI),INIT,INI,AVI,IMCO,IMCO
29.81,26.23,LIBE,AM,2020/2017(INI),INIT,INI,AHE,LIBE,LIBE
60.62,52.54,IMCO,AM,2020/2017(INI),INIT,INI,AVI,IMCO,IMCO
1.36,1.04,JURI,PA,2020/2017(INI),INIT,INI,AVI,JURI,JURI
90.02,43.15,DG1-DEPOT,RR,2020/2017(INI),INIT,INI,MHE,CULT,CULT
10.51,8.19,LIBE,AD,2020/2017(INI),INIT,INI,AHE,LIBE,LIBE
10.51,3.12,LIBE,AD,2020/2017(INI),INIT,INI,AHE,LIBE,LIBE
1.53,1.42,ECR,NT,2020/2020(INI),INIT,INI,MAIN,IMCO,IMCO
13.16,10.47,EMPL,AD,2020/2020(INI),INIT,INI,AVI,EMPL,EMPL
55.24,37.26,EMPL,AM,2020/2020(INI),INIT,INI,AVI,EMPL,EMPL
95.88,53.12,IMCO,AM,2020/2020(INI),INIT,INI,MAIN,IMCO,IMCO
11.32,10.19,IMCO,PR,2020/2020(INI),INIT,INI,MAIN,IMCO,IMCO
1.28,0.93,EMPL,PA,2020/2020(INI),INIT,INI,AVI,EMPL,EMPL
42.26,23.33,DG1-DEPOT,RR,2020/2020(INI),INIT,INI,MAIN,IMCO,IMCO
3.15,1.86,DG1-DEPOT,RR,2020/0904(NLE),CNPE,NLE,MAIN,ECON,ECON
2.51,1.29,ECON,PR,2020/0904(NLE),CNPE,NLE,MAIN,ECON,ECON
6.8,5.38,DG1-DEPOT,RR,2020/2025(IMM),IMMU,IMM,MAIN,JURI,JURI
6.46,4.9,JURI,PR,2020/2025(IMM),IMMU,IMM,MAIN,JURI,JURI
4.03,2.25,DG1-DEPOT,RR,2013/0115(NLE),APPE,NLE,MAIN,AFET,AFET
0.52,0.31,AFET,AM,2013/0115(NLE),APPE,NLE,MAIN,AFET,AFET
2.26,1.51,AFET,PR,2013/0115(NLE),APPE,NLE,MAIN,AFET,AFET
1.46,1.26,ECR,DV,2013/0136(COD),LEG,COD,MAIN,AGRI,AGRI
3.46,1.53,AGRI,PR,2013/0136(COD),LEG,COD,MAIN,AGRI,AGRI
5.52,4.74,LIBE,PR,2013/0255(APP),LEG,APP,MAIN,LIBE,LIBE
6.95,2.65,DG1-DEPOT,RR,2013/0255(APP),LEG,APP,MAIN,LIBE,LIBE
1.7,1.29,Group-PPE,NT,2015/2854(RSP),RESQ,RSP,MAIN,DEVE,DEVE
12.87,8.3,DEVE,RE,2015/2854(RSP),RESQ,RSP,MAIN,DEVE,DEVE
12.9,8.38,DEVE,RE,2015/2854(RSP),RESQ,RSP,MAIN,DEVE,DEVE
4.19,4.03,DEVE,RE,2015/2854(RSP),RESQ,RSP,MAIN,DEVE,DEVE
28.95,15.82,DEVE,AM,2015/2854(RSP),RESQ,RSP,MAIN,DEVE,DEVE
29.17,16.02,DEVE,AM,2015/2854(RSP),RESQ,RSP,MAIN,DEVE,DEVE
6.15,3.72,ECON,PR,2018/0413(CNS),LEG,CNS,MAIN,ECON,ECON
10.2,4.38,ECON,AM,2018/0413(CNS),LEG,CNS,MAIN,ECON,ECON
13.82,5.45,DG1-DEPOT,RR,2018/0413(CNS),LEG,CNS,MAIN,ECON,ECON
11.38,10.27,EMPL,PR,2015/2222(INI),INIT,INI,MAIN,EMPL,EMPL
5.21,4.38,JURI,AD,2015/2222(INI),INIT,INI,AVI,JURI,JURI
6.96,4.43,FEMM,AD,2015/2222(INI),INIT,INI,AVI,FEMM,FEMM
20.26,11.58,JURI,AM,2015/2222(INI),INIT,INI,AVI,JURI,JURI
99.39,55.59,EMPL,AM,2015/2222(INI),INIT,INI,MAIN,EMPL,EMPL
1.4,1.21,FEMM,PA,2015/2222(INI),INIT,INI,AVI,FEMM,FEMM
