"ID","DOC_TYPE","PROC_TYPE","DOSSIER_TYPE","GROSS_SPA","NET_SPA"
1286083,"PR","DEC","CONT",13.58,11.12
1286144,"PR","DEC","CONT",10.98,6.94
1291947,"AM","DEC","ENVI",5.47,3.43
1292291,"AM","DEC","CONT",4.43,1.69
1287761,"PA","DEC","ENVI",1.92,1.21
1299228,"RR","DEC","CONT",19.54,8.36
1296600,"AD","DEC","ENVI",5.93,2.94
1291991,"AM","DEC","ENVI",4.89,2.49
1286142,"PR","DEC","CONT",11.57,7.16
1299248,"RR","DEC","CONT",15.04,5.91
1292290,"AM","DEC","CONT",5.48,2.6
1287730,"PA","DEC","ENVI",3.02,1.56
1296640,"AD","DEC","ENVI",6.92,3.19
1286141,"PR","DEC","CONT",10.08,5.89
1291989,"AM","DEC","ENVI",4.37,2.91
1292289,"AM","DEC","CONT",3.89,2.05
1287729,"PA","DEC","ENVI",2.25,1.64
1298834,"RR","DEC","CONT",20.45,8.64
1296639,"AD","DEC","ENVI",6.38,2.97
1299220,"RR","DEC","CONT",17.89,7.33
1291948,"AM","DEC","ENVI",4.06,2.56
1292293,"AM","DEC","CONT",1.02,0.49
1287759,"PA","DEC","ENVI",1.9,1.08
1295164,"PR","DEC","CONT",10.54,5.71
1296592,"AD","DEC","ENVI",5.08,2.65
1292292,"AM","DEC","CONT",1.24,0.52
1289795,"PA","DEC","PECH",3.4,1.66
1292911,"AM","DEC","PECH",4.19,2.03
1295229,"AD","DEC","PECH",5.08,1.96
1286145,"PR","DEC","CONT",13.14,8.64
1298773,"RR","DEC","CONT",21.73,8.11
1286148,"PR","DEC","CONT",13.84,9.39
1292302,"AM","DEC","CONT",2.85,1.16
1298747,"RR","DEC","CONT",15.06,6
1294953,"AM","DEC","CONT",27.8,9.28
1298489,"RR","DEC","CONT",25.14,10.16
1286081,"PR","DEC","CONT",22.82,19.86
1286151,"PR","DEC","CONT",15.3,10.41
1291945,"AM","DEC","ENVI",7.3,4.03
