GROSS_SPA,NET_SPA,DOC_TYPE,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
25.04,21.06,AM,IMPL,INI,AVI,ITRE,ITRE
1.57,1.32,PA,IMPL,INI,AVI,ITRE,ITRE
7.76,6.0,AD,IMPL,INI,AVI,ITRE,ITRE
6.01,3.9,AM,IMPL,INI,MAIN,ENVI,ENVI
62.94,34.26,AM,IMPL,INI,MAIN,ENVI,ENVI
12.66,10.85,PR,IMPL,INI,MAIN,ENVI,ENVI
36.28,20.15,RR,ANRE,INI,MAIN,INTA,INTA
1.56,1.34,NT,ANRE,INI,MAIN,INTA,INTA
99.37,80.55,AM,ANRE,INI,MAIN,INTA,INTA
5.34,3.05,AD,ANRE,INI,AVI,DEVE,DEVE
2.58,2.24,PA,ANRE,INI,AVI,DEVE,DEVE
18.25,16.67,PR,ANRE,INI,MAIN,INTA,INTA
21.78,9.14,AM,ANRE,INI,AVI,DEVE,DEVE
9.57,6.59,PR,INIT,INI,MAIN,EMPL,EMPL
57.21,32.0,AM,INIT,INI,MAIN,EMPL,EMPL
1.45,1.19,PA,INIT,INI,AVI,CULT,CULT
19.21,11.9,AM,INIT,INI,AVI,CULT,CULT
8.52,4.77,AD,INIT,INI,AVI,CULT,CULT
0.91,0.75,NR,INIT,INI,MAIN,EMPL,EMPL
31.21,15.35,RR,INIT,INI,MAIN,EMPL,EMPL
6.38,2.24,RR,APPE,NLE,MAIN,TRAN,TRAN
5.17,2.79,PR,APPE,NLE,MAIN,TRAN,TRAN
2.41,1.79,RE,DEAEX,DEA,MAIN,PECH,PECH
0.84,0.62,AM,DEAEX,DEA,MAIN,PECH,PECH
38.18,19.18,AM,RESQ,RSP,MAIN,ENVI,ENVI
0.96,0.8,QO,RESQ,RSP,MAIN,ENVI,ENVI
1.02,0.95,QO,RESQ,RSP,MAIN,ENVI,ENVI
6.16,5.49,RE,RESQ,RSP,MAIN,ENVI,ENVI
36.2,18.75,RR,STINI,INI,MAIN,TRAN,TRAN
9.78,6.69,AD,STINI,INI,AVI,ENVI,ENVI
51.97,29.2,AM,STINI,INI,MAIN,TRAN,TRAN
9.28,8.33,PR,STINI,INI,MAIN,TRAN,TRAN
9.29,3.73,PR,STINI,INI,MAIN,TRAN,TRAN
25.53,16.08,AM,STINI,INI,AVI,ENVI,ENVI
1.41,1.15,PA,STINI,INI,AVI,ENVI,ENVI
0.93,0.78,NT,INIT,INI,MAIN,IMCO,IMCO
50.55,27.84,AM,INIT,INI,MAIN,IMCO,IMCO
32.52,13.17,RR,INIT,INI,MAIN,IMCO,IMCO
19.68,11.09,AM,INIT,INI,AVI,INTA,INTA
8.3,4.88,AD,INIT,INI,AVI,ENVI,ENVI
10.57,9.29,PR,INIT,INI,MAIN,IMCO,IMCO
4.39,3.35,AD,INIT,INI,AVI,INTA,INTA
1.88,1.7,PA,INIT,INI,AVI,INTA,INTA
32.46,21.83,PR,LEG,COD,MAIN,ECON,ECON
141.14,70.55,AM,LEG,COD,MAIN,ECON,ECON
0.94,0.82,NR,LEG,COD,MAIN,ECON,ECON
20.86,13.8,RR,OUTDEC,INI,MAIN,AFET,AFET
117.47,64.11,AM,OUTDEC,INI,MAIN,AFET,AFET
1.54,1.32,NT,OUTDEC,INI,MAIN,AFET,AFET
4.7,2.98,AD,OUTDEC,INI,AVI,INTA,INTA
4.55,3.48,PA,OUTDEC,INI,AVI,INTA,INTA
7.79,7.05,PR,OUTDEC,INI,MAIN,AFET,AFET
1.39,1.19,NT,INIT,INI,MAIN,AFET,AFET
33.15,24.41,RR,INIT,INI,MAIN,AFET,AFET
137.81,65.79,AM,INIT,INI,MAIN,AFET,AFET
10.38,9.19,PR,INIT,INI,MAIN,AFET,AFET
1.17,1.03,NR,INIT,INI,MAIN,PECH,PECH
15.71,9.21,RR,INIT,INI,MAIN,PECH,PECH
1.72,1.54,NT,INIT,INI,MAIN,PECH,PECH
37.11,23.67,AM,INIT,INI,MAIN,PECH,PECH
37.12,22.63,AM,INIT,INI,MAIN,PECH,PECH
8.1,7.04,PR,INIT,INI,MAIN,PECH,PECH
11.87,9.36,AD,TRINI,INL,AHE,EMPL,EMPL
42.76,19.44,RR,TRINI,INL,MHE,JURI,JURI
31.91,21.74,AM,TRINI,INL,AHE,EMPL,EMPL
17.21,15.38,PR,TRINI,INL,MHE,JURI,JURI
88.5,40.07,AM,TRINI,INL,MHE,JURI,JURI
1.54,1.29,PA,TRINI,INL,AHE,EMPL,EMPL
4.65,2.83,PA,LEG,COD,AVI,ENVI,ENVI
75.35,31.44,AM,LEG,COD,AVI,ENVI,ENVI
34.13,14.36,AM,LEG,COD,AVI,JURI,JURI
32.53,12.55,AM,LEG,COD,AVI,JURI,JURI
3.01,2.76,PA,LEG,COD,AVI,EMPL,EMPL
41.36,25.8,PR,LEG,COD,MAIN,IMCO,IMCO
143.58,60.58,AM,LEG,COD,AVI,EMPL,EMPL
152.55,70.83,AM,LEG,COD,MAIN,IMCO,IMCO
5.37,5.22,DT,LEG,COD,MAIN,IMCO,IMCO
18.86,9.18,PA,LEG,COD,AVI,JURI,JURI
1.08,0.94,NR,LEG,COD,MAIN,IMCO,IMCO
23.7,13.82,PF,LEG,COD,MAIN,IMCO,IMCO
62.44,25.25,RR,LEG,COD,MAIN,IMCO,IMCO
11.34,5.81,ER,LEG,COD,MAIN,IMCO,IMCO
175.24,73.53,AM,LEG,COD,MAIN,EMPL,EMPL
18.39,7.81,PA,LEG,COD,AVI,JURI,JURI
41.38,23.09,PR,LEG,COD,MAIN,EMPL,EMPL
101.07,45.89,AM,LEG,COD,MAIN,EMPL,EMPL
6.42,2.74,PA,LEG,COD,AVI,FEMM,FEMM
100.85,50.18,AM,LEG,COD,MAIN,EMPL,EMPL
93.12,37.45,AM,LEG,COD,AVI,JURI,JURI
55.53,23.64,AM,LEG,COD,AVI,FEMM,FEMM
3.11,2.55,NP,LEG,COD,MAIN,EMPL,EMPL
10.19,3.69,AD,LEG,COD,AVI,FEMM,FEMM
120.74,40.18,RR,LEG,COD,MAIN,EMPL,EMPL
47.54,15.75,AD,LEG,COD,AVI,JURI,JURI
1.22,1.01,NR,LEG,COD,MAIN,EMPL,EMPL
18.97,13.97,PA,LEG,COD,AHE,ENVI,ENVI
18.93,9.4,AM,LEG,COD,AVI,PECH,PECH
17.45,10.34,PR,LEG,COD,MHE,TRAN,TRAN
50.24,26.12,AM,LEG,COD,AHE,ENVI,ENVI
9.41,5.94,PA,LEG,COD,AVI,PECH,PECH
15.15,6.62,AD,LEG,COD,AVI,PECH,PECH
30.46,11.09,AD,LEG,COD,AHE,ENVI,ENVI
111.17,53.69,AM,LEG,COD,MHE,TRAN,TRAN
1.6,1.0,NT,LEG,COD,MHE,TRAN,TRAN
96.04,28.6,RR,LEG,COD,MHE,TRAN,TRAN
1.93,1.09,AM,RESQ,RSP,MAIN,DEVE,DEVE
32.91,16.0,AM,RESQ,RSP,MAIN,DEVE,DEVE
1.38,1.32,QO,RESQ,RSP,MAIN,DEVE,DEVE
1.41,1.34,QO,RESQ,RSP,MAIN,DEVE,DEVE
7.4,5.35,RE,RESQ,RSP,MAIN,DEVE,DEVE
7.4,1.8,RE,RESQ,RSP,MAIN,DEVE,DEVE
23.68,13.24,PR,LEG,COD,MAIN,ECON,ECON
24.34,10.31,AM,LEG,COD,MAIN,ECON,ECON
120.25,64.07,AM,LEG,COD,MAIN,ECON,ECON
86.37,27.79,RR,LEG,COD,MAIN,ECON,ECON
1.05,0.92,NR,LEG,COD,MAIN,ECON,ECON
6.78,4.42,AD,TRINI,INL,AVI,FEMM,FEMM
60.47,30.35,AM,TRINI,INL,MAIN,LIBE,LIBE
20.15,13.21,AM,TRINI,INL,AVI,FEMM,FEMM
14.46,13.32,PR,TRINI,INL,MAIN,LIBE,LIBE
1.6,1.37,PA,TRINI,INL,AVI,FEMM,FEMM
24.97,10.99,RR,TRINI,INL,MAIN,LIBE,LIBE
10.41,9.52,PR,TRINI,INL,MAIN,JURI,JURI
2.48,2.43,DT,TRINI,INL,MAIN,JURI,JURI
2.32,2.27,DT,TRINI,INL,MAIN,JURI,JURI
24.36,12.21,AM,TRINI,INL,MAIN,JURI,JURI
13.58,6.54,RR,TRINI,INL,MAIN,JURI,JURI
8.88,4.99,PA,LEG,COD,AVI,BUDG,BUDG
106.15,51.52,AM,LEG,COD,MAIN,TRAN,TRAN
106.99,45.89,PR,LEG,COD,MAIN,TRAN,TRAN
153.88,67.58,AM,LEG,COD,MAIN,TRAN,TRAN
143.94,62.22,AM,LEG,COD,MAIN,TRAN,TRAN
26.56,10.05,AM,LEG,COD,AVI,BUDG,BUDG
2.01,1.82,NT,LEG,COD,MAIN,TRAN,TRAN
117.45,46.82,AM,LEG,COD,AVI,REGI,REGI
12.42,8.07,PA,LEG,COD,AVI,BUDG,BUDG
23.6,12.52,PA,LEG,COD,AHE,EMPL,EMPL
59.23,30.48,AM,LEG,COD,AHE,ENVI,ENVI
23.47,12.74,PA,LEG,COD,AHE,ENVI,ENVI
45.16,18.83,AM,LEG,COD,MHE,CULT,CULT
11.39,6.03,PA,LEG,COD,AVI,REGI,REGI
62.93,27.25,PR,LEG,COD,MHE,CULT,CULT
34.67,13.8,AD,LEG,COD,AHE,ENVI,ENVI
17.87,7.7,AD,LEG,COD,AVI,BUDG,BUDG
248.12,83.8,RR,LEG,COD,MHE,CULT,CULT
14.71,7.33,AM,LEG,COD,AVI,BUDG,BUDG
22.82,7.84,AD,LEG,COD,AVI,AGRI,AGRI
157.24,64.05,AM,LEG,COD,AHE,EMPL,EMPL
185.63,74.54,AM,LEG,COD,MHE,CULT,CULT
126.02,57.75,AM,LEG,COD,MHE,CULT,CULT
46.25,16.94,AD,LEG,COD,AVI,REGI,REGI
43.06,17.44,AD,LEG,COD,AHE,EMPL,EMPL
19.23,13.05,PA,LEG,COD,AHE,AFET,AFET
1.21,0.81,NR,LEG,COD,MHE,ITRE,ITRE
114.37,36.84,RR,LEG,COD,MHE,ITRE,ITRE
93.82,53.33,AM,LEG,COD,AHE,BUDG,BUDG
171.68,77.55,AM,LEG,COD,AHE,AFET,AFET
146.53,66.95,AM,LEG,COD,MHE,ITRE,ITRE
93.48,48.1,AM,LEG,COD,MHE,ITRE,ITRE
8.11,4.17,PA,LEG,COD,AHE,BUDG,BUDG
119.93,55.14,AM,LEG,COD,AVI,IMCO,IMCO
23.82,13.34,PA,LEG,COD,AVI,IMCO,IMCO
25.36,14.9,PR,LEG,COD,MHE,ITRE,ITRE
35.66,16.14,AD,LEG,COD,AHE,AFET,AFET
17.9,6.17,AD,LEG,COD,AHE,BUDG,BUDG
26.5,12.35,AD,LEG,COD,AVI,IMCO,IMCO
5.08,4.73,NT,LEG,COD,MHE,ITRE,ITRE
3.38,2.32,PR,BUD,BUD,MAIN,BUDG,BUDG
5.73,1.89,RR,BUD,BUD,MAIN,BUDG,BUDG
1.68,1.11,AM,BUD,BUD,MAIN,BUDG,BUDG
1.82,1.77,LT,BUD,BUD,AVI,AFET,AFET
1.17,0.99,NR,BUD,BUD,MAIN,BUDG,BUDG
1.86,0.61,PR,LEG,CNS,MAIN,LIBE,LIBE
2.08,0.66,RR,LEG,CNS,MAIN,LIBE,LIBE
20.96,10.63,PR,LEG,COD,MAIN,PECH,PECH
15.36,6.45,AM,LEG,COD,AVI,ENVI,ENVI
3.76,1.98,AD,LEG,COD,AVI,ENVI,ENVI
28.29,11.1,AM,LEG,COD,MAIN,PECH,PECH
0.99,0.58,NR,LEG,COD,MAIN,PECH,PECH
26.39,8.3,RR,LEG,COD,MAIN,PECH,PECH
0.99,0.52,AM,LEG,APP,MAIN,AFCO,AFCO
4.67,1.69,RR,LEG,APP,MAIN,AFCO,AFCO
3.78,3.04,PR,LEG,APP,MAIN,AFCO,AFCO
103.01,61.81,AM,STINI,INI,MAIN,FEMM,FEMM
1.57,1.4,NT,STINI,INI,MAIN,FEMM,FEMM
33.45,22.38,RR,STINI,INI,MAIN,FEMM,FEMM
2.79,1.84,PR,APPE,NLE,MAIN,ITRE,ITRE
4.1,1.86,RR,APPE,NLE,MAIN,ITRE,ITRE
0.6,0.27,AM,APPE,NLE,MAIN,ITRE,ITRE
0.61,0.3,AM,DISCH,DEC,MAIN,CONT,CONT
0.58,0.25,AM,DISCH,DEC,MAIN,CONT,CONT
4.67,2.28,AM,DISCH,DEC,MAIN,CONT,CONT
5.22,2.69,PR,DISCH,DEC,MAIN,CONT,CONT
5.77,4.05,PR,DISCH,DEC,MAIN,CONT,CONT
7.43,4.3,AM,DISCH,DEC,MAIN,CONT,CONT
8.86,3.97,RR,DISCH,DEC,MAIN,CONT,CONT
6.71,2.81,RR,DISCH,DEC,MAIN,CONT,CONT
45.92,21.34,AM,INIT,INI,MAIN,DEVE,DEVE
7.41,6.73,PR,INIT,INI,MAIN,DEVE,DEVE
1.79,1.56,DV,INIT,INI,MAIN,DEVE,DEVE
14.8,9.41,RR,INIT,INI,MAIN,DEVE,DEVE
9.27,5.0,PR,LEG,COD,MAIN,ECON,ECON
36.39,13.79,RR,LEG,COD,MAIN,ECON,ECON
108.07,52.56,AM,LEG,COD,MAIN,ECON,ECON
6.54,3.16,PA,LEG,COD,AVI,CONT,CONT
55.1,14.65,AM,LEG,COD,AVI,JURI,JURI
55.1,18.89,AM,LEG,COD,AVI,JURI,JURI
38.56,15.49,AM,LEG,COD,AVI,CONT,CONT
19.12,6.58,AD,LEG,COD,AVI,CONT,CONT
28.2,8.29,AD,LEG,COD,AVI,JURI,JURI
22.85,14.06,PA,LEG,COD,AVI,JURI,JURI
17.82,11.59,PR,LEG,COD,MAIN,ECON,ECON
74.51,26.96,RR,LEG,COD,MAIN,ECON,ECON
142.01,75.67,AM,LEG,COD,MAIN,ECON,ECON
118.25,57.36,AM,LEG,COD,MAIN,ECON,ECON
36.6,18.85,AM,LEG,COD,MAIN,ECON,ECON
2.16,1.91,NR,LEG,COD,MAIN,ENVI,ENVI
79.1,28.37,AD,LEG,COD,AVI,AGRI,AGRI
7.49,2.73,AM,LEG,COD,AVI,ENVI,ENVI
4.42,1.95,AD,LEG,COD,AVI,ENVI,ENVI
1.1,0.97,NR,LEG,COD,AVI,ENVI,ENVI
3.42,1.71,RR,CNPE,NLE,MAIN,LIBE,LIBE
2.05,0.7,PR,CNPE,NLE,MAIN,LIBE,LIBE
68.75,29.76,AM,RESQ,RSP,MAIN,ITRE,ITRE
71.44,30.83,AM,RESQ,RSP,MAIN,ITRE,ITRE
5.57,5.2,RE,RESQ,RSP,MAIN,ITRE,ITRE
29.72,12.15,AM,INIT,INI,MAIN,LIBE,LIBE
11.31,10.03,PR,INIT,INI,MAIN,LIBE,LIBE
14.79,6.04,RR,INIT,INI,MAIN,LIBE,LIBE
52.29,49.13,PR,ENQCOM,INI,MAIN,TERR,TERR
104.83,63.7,RR,ENQCOM,INI,MAIN,TERR,TERR
1.98,1.51,NT,ENQCOM,INI,MAIN,TERR,TERR
145.61,77.77,AM,ENQCOM,INI,MAIN,TERR,TERR
147.85,75.37,AM,ENQCOM,INI,MAIN,TERR,TERR
138.67,72.93,AM,ENQCOM,INI,MAIN,TERR,TERR
36.55,19.47,AM,ENQCOM,INI,MAIN,TERR,TERR
153.84,82.64,AM,ENQCOM,INI,MAIN,TERR,TERR
7.08,6.55,CM,IMMU,IMM,MAIN,JURI,JURI
4.18,2.76,PR,IMMU,IMM,MAIN,JURI,JURI
4.4,2.91,RR,IMMU,IMM,MAIN,JURI,JURI
12.05,7.1,AM,RESQ,RSP,MAIN,ENVI,ENVI
138.91,83.65,AM,ANRE,INI,MAIN,AFET,AFET
9.46,2.26,PR,ANRE,INI,MAIN,AFET,AFET
20.38,12.58,RR,ANRE,INI,MAIN,AFET,AFET
90.37,51.97,AM,ANRE,INI,MAIN,AFET,AFET
9.61,2.68,PR,ANRE,INI,MAIN,AFET,AFET
18.23,10.88,RR,ANRE,INI,MAIN,AFET,AFET
1.63,1.34,PA,INIT,INI,AVI,ENVI,ENVI
19.44,11.6,AM,INIT,INI,AVI,ENVI,ENVI
73.98,37.61,RR,INIT,INI,MHE,ITRE,ITRE
1.63,1.42,NR,INIT,INI,MHE,ITRE,ITRE
8.4,7.32,AD,INIT,INI,AHE,LIBE,LIBE
5.51,4.91,PR,INIT,INI,MHE,ITRE,ITRE
6.58,4.37,AD,INIT,INI,AVI,ENVI,ENVI
2.27,1.93,PA,INIT,INI,AHE,LIBE,LIBE
9.85,8.95,AD,INIT,INI,AHE,IMCO,IMCO
89.68,55.96,AM,INIT,INI,MHE,ITRE,ITRE
3.97,3.75,AL,INIT,INI,AHE,JURI,JURI
1.49,1.21,PA,IMPL,INI,AHE,IMCO,IMCO
10.83,7.69,AM,IMPL,INI,AHE,IMCO,IMCO
6.86,5.35,AD,IMPL,INI,AHE,IMCO,IMCO
33.88,17.38,RR,IMPL,INI,MHE,ENVI,ENVI
14.71,12.62,PR,IMPL,INI,MHE,ENVI,ENVI
55.37,30.06,AM,IMPL,INI,MHE,ENVI,ENVI
13.35,6.46,AL,LEG,COD,OLB,JURI,JURI
1.39,0.61,NR,LEG,COD,MAIN,AGRI,AGRI
0.97,0.92,LT,LEG,COD,MAIN,ENVI,ENVI
46.59,27.04,AM,LEG,COD,MAIN,ENVI,ENVI
141.16,76.9,AM,LEG,COD,MAIN,ENVI,ENVI
176.37,70.07,AM,LEG,COD,MAIN,ENVI,ENVI
64.4,24.81,AM,LEG,COD,AVI,PECH,PECH
7.59,4.54,PA,LEG,COD,AVI,ITRE,ITRE
54.62,22.36,AM,LEG,COD,AVI,ECON,ECON
99.16,52.66,AM,LEG,COD,AVI,AGRI,AGRI
133.47,62.47,AM,LEG,COD,AVI,ITRE,ITRE
18.69,7.64,PA,LEG,COD,AVI,ECON,ECON
19.12,9.89,PA,LEG,COD,AVI,AGRI,AGRI
17.46,10.97,PA,LEG,COD,AVI,PECH,PECH
41.03,26.52,PR,LEG,COD,MAIN,ENVI,ENVI
40.45,16.49,AD,LEG,COD,AVI,AGRI,AGRI
38.85,13.1,AD,LEG,COD,AVI,ITRE,ITRE
32.05,11.88,AD,LEG,COD,AVI,PECH,PECH
197.8,66.12,RR,LEG,COD,MAIN,ENVI,ENVI
21.94,7.24,AD,LEG,COD,AVI,ECON,ECON
2.07,1.73,NT,LEG,COD,MAIN,ENVI,ENVI
10.62,4.57,PA,LEG,COD,AVI,JURI,JURI
4.47,2.07,PA,LEG,COD,AVI,AGRI,AGRI
15.75,6.39,AM,LEG,COD,AVI,JURI,JURI
23.08,9.82,AM,LEG,COD,AVI,AGRI,AGRI
20.06,10.99,PR,LEG,COD,MAIN,ENVI,ENVI
35.64,13.09,AM,LEG,COD,MAIN,ENVI,ENVI
22.61,6.85,AD,LEG,COD,AVI,JURI,JURI
70.86,20.56,RR,LEG,COD,MAIN,ENVI,ENVI
1.44,1.17,NR,LEG,COD,MAIN,ENVI,ENVI
16.48,5.55,AD,LEG,COD,AVI,AGRI,AGRI
132.99,68.99,PR,LEG,COD,MAIN,ITRE,ITRE
107.94,43.97,AM,LEG,COD,AVI,AGRI,AGRI
5.44,1.69,AM,LEG,COD,AVI,BUDG,BUDG
82.29,38.3,AM,LEG,COD,AVI,TRAN,TRAN
11.19,8.98,PA,LEG,COD,AVI,TRAN,TRAN
31.61,26.42,PA,LEG,COD,AVI,AGRI,AGRI
22.51,17.9,PA,LEG,COD,AVI,ENVI,ENVI
9.19,4.06,PA,LEG,COD,AVI,BUDG,BUDG
94.8,42.94,AM,LEG,COD,AVI,ENVI,ENVI
52.56,17.46,AD,LEG,COD,AVI,AGRI,AGRI
39.42,15.51,AD,LEG,COD,AVI,DEVE,DEVE
40.45,16.65,AM,LEG,COD,AVI,CONT,CONT
29.85,14.79,PA,LEG,COD,AVI,DEVE,DEVE
53.49,16.92,AD,LEG,COD,AVI,ENVI,ENVI
169.27,75.01,AM,LEG,COD,MAIN,ITRE,ITRE
99.88,38.9,AM,LEG,COD,MAIN,ITRE,ITRE
171.81,72.9,AM,LEG,COD,MAIN,ITRE,ITRE
169.66,70.09,AM,LEG,COD,MAIN,ITRE,ITRE
71.57,28.52,AM,LEG,COD,AVI,DEVE,DEVE
176.67,76.18,AM,LEG,COD,MAIN,ITRE,ITRE
120.93,60.21,AM,LEG,COD,MAIN,ITRE,ITRE
38.51,11.79,AD,LEG,COD,AVI,TRAN,TRAN
16.18,5.86,AD,LEG,COD,AVI,CONT,CONT
10.33,2.88,AD,LEG,COD,AVI,BUDG,BUDG
5.39,3.08,PA,LEG,COD,AVI,CONT,CONT
256.83,98.04,RR,LEG,COD,MAIN,ITRE,ITRE
11.16,9.18,AL,LEG,COD,OLB,JURI,JURI
9.1,7.76,PR,ANRE,INI,MAIN,AFET,AFET
26.23,16.67,RR,ANRE,INI,MAIN,AFET,AFET
110.62,47.9,AM,ANRE,INI,MAIN,AFET,AFET
8.72,7.71,PR,INIT,INI,MAIN,AFET,AFET
2.91,2.51,PA,INIT,INI,AVI,TRAN,TRAN
1.64,1.37,NT,INIT,INI,MAIN,AFET,AFET
78.1,35.0,AM,INIT,INI,MAIN,AFET,AFET
5.81,4.14,AD,INIT,INI,AVI,TRAN,TRAN
26.45,13.87,RR,INIT,INI,MAIN,AFET,AFET
24.59,10.96,AM,INIT,INI,AVI,TRAN,TRAN
38.4,17.4,AM,LEG,CNS,AVI,ECON,ECON
6.78,3.67,PA,LEG,CNS,AVI,ECON,ECON
9.93,5.86,AD,LEG,CNS,AVI,ECON,ECON
21.12,13.05,PR,LEG,CNS,MAIN,BUDG,BUDG
66.68,29.45,AM,LEG,CNS,MAIN,BUDG,BUDG
2.94,2.42,AL,LEG,CNS,AVI,ENVI,ENVI
4.66,4.34,AL,LEG,CNS,AVI,CONT,CONT
4.81,4.46,AL,LEG,CNS,AVI,AFCO,AFCO
37.87,18.42,RR,LEG,CNS,MAIN,BUDG,BUDG
8.14,4.89,AM,ANRE,INI,AVI,INTA,INTA
1.63,1.35,PA,ANRE,INI,AVI,AGRI,AGRI
1.43,1.12,PA,ANRE,INI,AVI,INTA,INTA
5.16,3.32,AD,ANRE,INI,AVI,INTA,INTA
33.69,21.42,AM,ANRE,INI,AVI,AGRI,AGRI
30.3,16.45,RR,ANRE,INI,MAIN,ECON,ECON
10.04,7.36,AD,ANRE,INI,AVI,AGRI,AGRI
79.5,42.57,AM,ANRE,INI,MAIN,ECON,ECON
5.14,4.22,PR,ANRE,INI,MAIN,ECON,ECON
14.79,12.24,PR,INIT,INI,MAIN,CULT,CULT
77.53,43.57,AM,INIT,INI,MAIN,CULT,CULT
24.92,14.18,RR,INIT,INI,MAIN,CULT,CULT
1.6,1.31,PA,INIT,INI,AHE,LIBE,LIBE
1.75,1.46,PA,INIT,INI,AHE,ITRE,ITRE
11.16,9.82,PR,INIT,INI,MHE,INTA,INTA
13.03,8.56,AM,INIT,INI,AHE,ITRE,ITRE
38.17,21.87,AM,INIT,INI,MHE,INTA,INTA
15.46,8.55,AM,INIT,INI,AHE,LIBE,LIBE
4.9,3.69,AD,INIT,INI,AHE,ITRE,ITRE
0.85,0.72,DV,INIT,INI,MHE,INTA,INTA
4.57,3.4,AD,INIT,INI,AHE,LIBE,LIBE
32.09,19.84,RR,INIT,INI,MHE,INTA,INTA
92.35,45.9,AM,LEG,COD,MAIN,ENVI,ENVI
89.91,47.98,AM,LEG,COD,MAIN,ENVI,ENVI
8.31,5.42,PA,LEG,COD,AVI,TRAN,TRAN
82.62,34.98,AM,LEG,COD,AVI,TRAN,TRAN
39.84,20.67,PR,LEG,COD,MAIN,ENVI,ENVI
0.82,0.56,ER,LEG,COD,MAIN,ENVI,ENVI
69.18,25.44,RR,LEG,COD,MAIN,ENVI,ENVI
24.85,8.23,AD,LEG,COD,AVI,TRAN,TRAN
1.27,1.1,NT,LEG,COD,MAIN,ENVI,ENVI
6.49,3.27,PA,LEG,COD,AVI,BUDG,BUDG
14.23,7.36,AD,LEG,COD,AVI,FEMM,FEMM
27.99,13.54,PA,LEG,COD,AVI,INTA,INTA
8.59,4.1,PA,LEG,COD,AVI,REGI,REGI
46.57,20.84,PR,LEG,COD,MAIN,EMPL,EMPL
101.8,41.54,AM,LEG,COD,MAIN,EMPL,EMPL
11.26,4.59,PA,LEG,COD,AVI,CONT,CONT
25.7,7.73,AD,LEG,COD,AVI,INTA,INTA
87.41,30.96,AM,LEG,COD,AVI,REGI,REGI
8.45,2.78,AD,LEG,COD,AVI,BUDG,BUDG
8.42,3.65,AM,LEG,COD,AVI,INTA,INTA
30.41,10.54,AD,LEG,COD,AVI,REGI,REGI
19.98,7.44,AD,LEG,COD,AVI,CONT,CONT
36.38,15.1,AM,LEG,COD,AVI,CONT,CONT
145.7,41.62,RR,LEG,COD,MAIN,EMPL,EMPL
2.39,0.78,PR,LEG,COD,MAIN,EMPL,EMPL
4.02,1.95,RR,LEG,COD,MAIN,EMPL,EMPL
5.65,2.31,AM,LEG,COD,AVI,BUDG,BUDG
5.65,2.2,AM,LEG,COD,AVI,BUDG,BUDG
7.16,2.51,PA,LEG,COD,AVI,BUDG,BUDG
7.68,5.03,PA,LEG,COD,AHE,AFET,AFET
48.99,22.65,PR,LEG,COD,MHE,ITRE,ITRE
182.34,77.94,AM,LEG,COD,MHE,ITRE,ITRE
134.51,53.61,AM,LEG,COD,AHE,AFET,AFET
22.4,10.32,PA,LEG,COD,AVI,IMCO,IMCO
16.8,4.66,AD,LEG,COD,AVI,BUDG,BUDG
40.95,12.82,AD,LEG,COD,AVI,IMCO,IMCO
42.05,15.05,AM,LEG,COD,AVI,BUDG,BUDG
31.06,10.3,AD,LEG,COD,AHE,AFET,AFET
85.38,29.64,AM,LEG,COD,AVI,IMCO,IMCO
55.14,23.05,RR,LEG,COD,MHE,ITRE,ITRE
2.22,0.74,PR,LEG,COD,MAIN,ITRE,ITRE
4.13,2.26,RR,LEG,COD,MAIN,ITRE,ITRE
66.19,30.54,PR,LEG,COD,MAIN,ECON,ECON
74.09,33.53,RR,LEG,COD,MAIN,ECON,ECON
2.43,0.86,PR,LEG,COD,MAIN,ECON,ECON
4.06,2.11,RR,LEG,COD,MAIN,ECON,ECON
1.03,0.92,NR,LEG,COD,MAIN,ECON,ECON
86.29,42.54,AM,LEG,COD,MAIN,ECON,ECON
4.1,3.0,PR,LEG,CNS,MAIN,LIBE,LIBE
5.22,2.4,RR,LEG,CNS,MAIN,LIBE,LIBE
48.26,28.28,PR,LEG,COD,MAIN,ECON,ECON
78.26,41.0,AM,LEG,COD,MAIN,ECON,ECON
48.72,20.42,RR,LEG,COD,MAIN,ECON,ECON
9.06,2.13,AL,LEG,COD,OLB,JURI,JURI
9.07,5.55,AL,LEG,COD,OLB,JURI,JURI
18.91,14.1,PR,LEG,COD,MAIN,ECON,ECON
14.45,8.16,AM,LEG,COD,MAIN,ECON,ECON
19.14,7.8,RR,LEG,COD,MAIN,ECON,ECON
3.03,2.49,LT,MOFU,BUD,AVI,EMPL,EMPL
15.88,5.39,RR,MOFU,BUD,MAIN,BUDG,BUDG
0.95,0.46,NT,MOFU,BUD,MAIN,BUDG,BUDG
10.82,5.51,PR,MOFU,BUD,MAIN,BUDG,BUDG
1.0,0.74,LT,MOFU,BUD,AVI,REGI,REGI
2.21,1.47,AM,MOFU,BUD,MAIN,BUDG,BUDG
3.66,1.42,RR,CODIF,COD,MAIN,JURI,JURI
2.77,1.14,PR,CODIF,COD,MAIN,JURI,JURI
12.87,6.66,PR,LEG,COD,MAIN,ITRE,ITRE
2.73,2.36,NR,LEG,COD,MAIN,ITRE,ITRE
25.06,11.94,AM,LEG,COD,MAIN,ITRE,ITRE
20.89,9.59,RR,LEG,COD,MAIN,ITRE,ITRE
